,0,1,2,3,4,5
0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24,108.745045618,188.546002478,976.330154713,-175.348619056,-175.348619056,535.894297646
25,108.745045618,188.546002478,976.330154713,-175.348619056,-175.348619056,535.894297646
26,108.745045618,188.546002478,976.330154713,-175.348619056,-175.348619056,535.894297646
27,108.059935965,188.52048735,958.240804552,-138.396847474,-138.396847474,500.081614296
28,108.059935965,188.52048735,958.240804552,-138.396847474,-138.396847474,500.081614296
29,108.059935965,188.52048735,958.240804552,-138.396847474,-138.396847474,500.081614296
30,108.693055973,188.427166965,908.013445201,-105.327228812,-105.327228812,460.159573743
31,108.693055973,188.427166965,908.013445201,-105.327228812,-105.327228812,460.159573743
32,108.693055973,188.427166965,908.013445201,-105.327228812,-105.327228812,460.159573743
33,106.505432409,190.325959229,955.547206357,-180.8262884,-180.8262884,549.774610267
34,106.505432409,190.325959229,955.547206357,-180.8262884,-180.8262884,549.774610267
35,106.505432409,190.325959229,955.547206357,-180.8262884,-180.8262884,549.774610267
36,101.307218167,191.880483768,977.062119309,-177.331782486,-177.331782486,559.684141414
37,101.307218167,191.880483768,977.062119309,-177.331782486,-177.331782486,559.684141414
38,101.307218167,191.880483768,977.062119309,-177.331782486,-177.331782486,559.684141414
39,98.0678119759,193.073290856,837.669957084,-108.48011303,-108.48011303,483.926474552
40,98.0678119759,193.073290856,837.669957084,-108.48011303,-108.48011303,483.926474552
41,98.0678119759,193.073290856,837.669957084,-108.48011303,-108.48011303,483.926474552
42,97.2982293737,192.964893062,795.92316226,-106.222267009,-106.222267009,477.083802529
43,97.2982293737,192.964893062,795.92316226,-106.222267009,-106.222267009,477.083802529
44,97.2982293737,192.964893062,795.92316226,-106.222267009,-106.222267009,477.083802529
45,97.938509509,192.702238116,786.643531083,-110.855584143,-110.855584143,484.377774279
46,97.938509509,192.702238116,786.643531083,-110.855584143,-110.855584143,484.377774279
47,97.938509509,192.702238116,786.643531083,-110.855584143,-110.855584143,484.377774279
48,99.1011208657,191.60499945,833.025956413,-101.898587949,-101.898587949,491.278625799
49,99.1011208657,191.60499945,833.025956413,-101.898587949,-101.898587949,491.278625799
50,99.1011208657,191.60499945,833.025956413,-101.898587949,-101.898587949,491.278625799
51,99.9563078828,191.158873835,842.683319062,-62.3252114431,-62.3252114431,501.970952526
52,99.9563078828,191.158873835,842.683319062,-62.3252114431,-62.3252114431,501.970952526
53,99.9563078828,191.158873835,842.683319062,-62.3252114431,-62.3252114431,501.970952526
54,100.33913774,191.491923473,861.66191689,-41.0595648604,-41.0595648604,514.439744695
55,100.33913774,191.491923473,861.66191689,-41.0595648604,-41.0595648604,514.439744695
56,100.33913774,191.491923473,861.66191689,-41.0595648604,-41.0595648604,514.439744695
57,101.545912008,191.884943791,880.65712931,-15.6854513697,-15.6854513697,520.509266852
58,101.545912008,191.884943791,880.65712931,-15.6854513697,-15.6854513697,520.509266852
59,101.545912008,191.884943791,880.65712931,-15.6854513697,-15.6854513697,520.509266852
60,103.274237388,191.726315229,895.030336583,7.75226056329,7.75226056329,515.080563237
61,103.274237388,191.726315229,895.030336583,7.75226056329,7.75226056329,515.080563237
62,103.274237388,191.726315229,895.030336583,7.75226056329,7.75226056329,515.080563237
